Run,analyte_type,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,biospecimen_repository,biospecimen_repository_sample_id,body_site,Bytes,Center Name,Consent_Code,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gap_accession,histological_type,Instrument,is_tumor,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,study_design,study_name,submitted_subject_id
SRR10827254,RNA,RNA-Seq,100,1542192300,PRJNA568199,SAMN13717161,BrainDevelopment_Autism,1731-20514660_1731_S38_L005,Brain,519691104,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500121,phs001900,Neocortex,Illumina HiSeq 2500,No,1731-20514660_1731_S38_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1731-20514660_1731_S38_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1731
SRR10827255,RNA,RNA-Seq,100,1548521500,PRJNA568199,SAMN13716777,BrainDevelopment_Autism,1731-20514660_1731_S38_L006,Brain,521992623,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500122,phs001900,Neocortex,Illumina HiSeq 2500,No,1731-20514660_1731_S38_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1731-20514660_1731_S38_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1731
SRR10827256,RNA,RNA-Seq,100,1451669100,PRJNA568199,SAMN13716663,BrainDevelopment_Autism,1732-20514611_1732_S54_L007,Brain,497273474,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500123,phs001900,Neocortex,Illumina HiSeq 2500,No,1732-20514611_1732_S54_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1732-20514611_1732_S54_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1732
SRR10827257,RNA,RNA-Seq,100,1463989800,PRJNA568199,SAMN13717316,BrainDevelopment_Autism,1732-20514611_1732_S54_L008,Brain,500293110,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500124,phs001900,Neocortex,Illumina HiSeq 2500,No,1732-20514611_1732_S54_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1732-20514611_1732_S54_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1732
SRR10827258,RNA,RNA-Seq,100,1483670300,PRJNA568199,SAMN13717501,BrainDevelopment_Autism,1732-20514676_1732_S54_L007,Brain,508973830,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500125,phs001900,Neocortex,Illumina HiSeq 2500,No,1732-20514676_1732_S54_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1732-20514676_1732_S54_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1732
SRR10827259,RNA,RNA-Seq,100,1493533100,PRJNA568199,SAMN13717567,BrainDevelopment_Autism,1732-20514676_1732_S54_L008,Brain,511325198,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500126,phs001900,Neocortex,Illumina HiSeq 2500,No,1732-20514676_1732_S54_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1732-20514676_1732_S54_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1732
SRR10827260,RNA,RNA-Seq,100,1156825700,PRJNA568199,SAMN13717585,BrainDevelopment_Autism,1733-20432458_1733_S47_L005,Brain,388639408,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500127,phs001900,Neocortex,Illumina HiSeq 2500,No,1733-20432458_1733_S47_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1733-20432458_1733_S47_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1733
SRR10827261,RNA,RNA-Seq,100,1162160600,PRJNA568199,SAMN13717545,BrainDevelopment_Autism,1733-20432458_1733_S47_L006,Brain,390769508,NIMH-PHS001900,1,GRU,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500128,phs001900,Neocortex,Illumina HiSeq 2500,No,1733-20432458_1733_S47_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1733-20432458_1733_S47_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1733
SRR10827262,RNA,RNA-Seq,100,1452179200,PRJNA568199,SAMN13717106,BrainDevelopment_Autism,1733-20623816_1733_S47_L005,Brain,485154047,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500129,phs001900,Neocortex,Illumina HiSeq 2500,No,1733-20623816_1733_S47_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1733-20623816_1733_S47_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1733
SRR10827263,RNA,RNA-Seq,100,1452115300,PRJNA568199,SAMN13717049,BrainDevelopment_Autism,1733-20623816_1733_S47_L006,Brain,485248169,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500130,phs001900,Neocortex,Illumina HiSeq 2500,No,1733-20623816_1733_S47_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1733-20623816_1733_S47_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1733
SRR10827264,RNA,RNA-Seq,100,1051255200,PRJNA568199,SAMN13716826,BrainDevelopment_Autism,1734-20432439_1734_S28_L003,Brain,350361919,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500131,phs001900,Neocortex,Illumina HiSeq 2500,No,1734-20432439_1734_S28_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1734-20432439_1734_S28_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1734
SRR10827265,RNA,RNA-Seq,100,1054612300,PRJNA568199,SAMN13717103,BrainDevelopment_Autism,1734-20432439_1734_S28_L004,Brain,350403598,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500132,phs001900,Neocortex,Illumina HiSeq 2500,No,1734-20432439_1734_S28_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1734-20432439_1734_S28_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1734
SRR10827266,RNA,RNA-Seq,100,1382315700,PRJNA568199,SAMN13716877,BrainDevelopment_Autism,1734-20623797_1734_S28_L003,Brain,459616193,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500133,phs001900,Neocortex,Illumina HiSeq 2500,No,1734-20623797_1734_S28_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1734-20623797_1734_S28_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1734
SRR10827267,RNA,RNA-Seq,100,1383647200,PRJNA568199,SAMN13717149,BrainDevelopment_Autism,1734-20623797_1734_S28_L004,Brain,460434880,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500134,phs001900,Neocortex,Illumina HiSeq 2500,No,1734-20623797_1734_S28_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1734-20623797_1734_S28_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1734
SRR10827268,RNA,RNA-Seq,100,969171900,PRJNA568199,SAMN13717511,BrainDevelopment_Autism,1735-20514589_1735_S32_L003,Brain,313449385,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500135,phs001900,Neocortex,Illumina HiSeq 2500,No,1735-20514589_1735_S32_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1735-20514589_1735_S32_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1735
SRR10827269,RNA,RNA-Seq,100,969336100,PRJNA568199,SAMN13717426,BrainDevelopment_Autism,1735-20514589_1735_S32_L004,Brain,313198301,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500136,phs001900,Neocortex,Illumina HiSeq 2500,No,1735-20514589_1735_S32_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1735-20514589_1735_S32_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1735
SRR10827270,RNA,RNA-Seq,100,985376700,PRJNA568199,SAMN13716988,BrainDevelopment_Autism,1735-20514654_1735_S32_L003,Brain,318765034,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500137,phs001900,Neocortex,Illumina HiSeq 2500,No,1735-20514654_1735_S32_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1735-20514654_1735_S32_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1735
SRR10827271,RNA,RNA-Seq,100,983886100,PRJNA568199,SAMN13717066,BrainDevelopment_Autism,1735-20514654_1735_S32_L004,Brain,318531042,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500138,phs001900,Neocortex,Illumina HiSeq 2500,No,1735-20514654_1735_S32_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1735-20514654_1735_S32_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1735
SRR10827272,RNA,RNA-Seq,100,1311452600,PRJNA568199,SAMN13716730,BrainDevelopment_Autism,1736-20432425_1736_S14_L001,Brain,443416818,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500139,phs001900,Neocortex,Illumina HiSeq 2500,No,1736-20432425_1736_S14_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1736-20432425_1736_S14_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1736
SRR10827273,RNA,RNA-Seq,100,1304409600,PRJNA568199,SAMN13716924,BrainDevelopment_Autism,1736-20432425_1736_S14_L002,Brain,442225651,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500140,phs001900,Neocortex,Illumina HiSeq 2500,No,1736-20432425_1736_S14_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1736-20432425_1736_S14_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1736
SRR10827274,RNA,RNA-Seq,100,1614606900,PRJNA568199,SAMN13717284,BrainDevelopment_Autism,1736-20623783_1736_S14_L001,Brain,537619735,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500141,phs001900,Neocortex,Illumina HiSeq 2500,No,1736-20623783_1736_S14_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1736-20623783_1736_S14_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1736
SRR10827275,RNA,RNA-Seq,100,1605460300,PRJNA568199,SAMN13717237,BrainDevelopment_Autism,1736-20623783_1736_S14_L002,Brain,535341427,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500142,phs001900,Neocortex,Illumina HiSeq 2500,No,1736-20623783_1736_S14_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1736-20623783_1736_S14_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1736
SRR10827276,RNA,RNA-Seq,100,1637760000,PRJNA568199,SAMN13716770,BrainDevelopment_Autism,1737-20514619_1737_S62_L007,Brain,563511024,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500143,phs001900,Neocortex,Illumina HiSeq 2500,No,1737-20514619_1737_S62_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1737-20514619_1737_S62_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1737
SRR10827277,RNA,RNA-Seq,100,1651571500,PRJNA568199,SAMN13717259,BrainDevelopment_Autism,1737-20514619_1737_S62_L008,Brain,567023366,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500144,phs001900,Neocortex,Illumina HiSeq 2500,No,1737-20514619_1737_S62_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1737-20514619_1737_S62_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1737
SRR10827278,RNA,RNA-Seq,100,1677044000,PRJNA568199,SAMN13716890,BrainDevelopment_Autism,1737-20514684_1737_S62_L007,Brain,577912298,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500145,phs001900,Neocortex,Illumina HiSeq 2500,No,1737-20514684_1737_S62_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1737-20514684_1737_S62_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1737
SRR10827279,RNA,RNA-Seq,100,1686433900,PRJNA568199,SAMN13717046,BrainDevelopment_Autism,1737-20514684_1737_S62_L008,Brain,580123634,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500146,phs001900,Neocortex,Illumina HiSeq 2500,No,1737-20514684_1737_S62_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1737-20514684_1737_S62_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1737
SRR10827280,RNA,RNA-Seq,100,1513110600,PRJNA568199,SAMN13717009,BrainDevelopment_Autism,1738-20514609_1738_S52_L007,Brain,518289742,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500147,phs001900,Neocortex,Illumina HiSeq 2500,No,1738-20514609_1738_S52_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1738-20514609_1738_S52_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1738
SRR10827281,RNA,RNA-Seq,100,1526563200,PRJNA568199,SAMN13716709,BrainDevelopment_Autism,1738-20514609_1738_S52_L008,Brain,521675965,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500148,phs001900,Neocortex,Illumina HiSeq 2500,No,1738-20514609_1738_S52_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1738-20514609_1738_S52_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1738
SRR10827282,RNA,RNA-Seq,100,1547250300,PRJNA568199,SAMN13717193,BrainDevelopment_Autism,1738-20514674_1738_S52_L007,Brain,530672502,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500149,phs001900,Neocortex,Illumina HiSeq 2500,No,1738-20514674_1738_S52_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1738-20514674_1738_S52_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1738
SRR10827283,RNA,RNA-Seq,100,1556101100,PRJNA568199,SAMN13717153,BrainDevelopment_Autism,1738-20514674_1738_S52_L008,Brain,532678632,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500150,phs001900,Neocortex,Illumina HiSeq 2500,No,1738-20514674_1738_S52_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1738-20514674_1738_S52_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1738
SRR10827284,RNA,RNA-Seq,100,1066128400,PRJNA568199,SAMN13716672,BrainDevelopment_Autism,1739-20432427_1739_S16_L001,Brain,365127157,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500151,phs001900,Neocortex,Illumina HiSeq 2500,No,1739-20432427_1739_S16_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1739-20432427_1739_S16_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1739
SRR10827285,RNA,RNA-Seq,100,1058724000,PRJNA568199,SAMN13717587,BrainDevelopment_Autism,1739-20432427_1739_S16_L002,Brain,364023480,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500152,phs001900,Neocortex,Illumina HiSeq 2500,No,1739-20432427_1739_S16_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1739-20432427_1739_S16_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1739
SRR10827286,RNA,RNA-Seq,100,1315628500,PRJNA568199,SAMN13717554,BrainDevelopment_Autism,1739-20623785_1739_S16_L001,Brain,440980909,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500153,phs001900,Neocortex,Illumina HiSeq 2500,No,1739-20623785_1739_S16_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1739-20623785_1739_S16_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1739
SRR10827287,RNA,RNA-Seq,100,1307911200,PRJNA568199,SAMN13717418,BrainDevelopment_Autism,1739-20623785_1739_S16_L002,Brain,439630936,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500154,phs001900,Neocortex,Illumina HiSeq 2500,No,1739-20623785_1739_S16_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1739-20623785_1739_S16_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1739
SRR10827288,RNA,RNA-Seq,100,1505104600,PRJNA568199,SAMN13717157,BrainDevelopment_Autism,1740-20514605_1740_S48_L005,Brain,512931795,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500155,phs001900,Neocortex,Illumina HiSeq 2500,No,1740-20514605_1740_S48_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1740-20514605_1740_S48_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1740
SRR10827289,RNA,RNA-Seq,100,1507176700,PRJNA568199,SAMN13717467,BrainDevelopment_Autism,1740-20514605_1740_S48_L006,Brain,513682781,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500156,phs001900,Neocortex,Illumina HiSeq 2500,No,1740-20514605_1740_S48_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1740-20514605_1740_S48_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1740
SRR10827290,RNA,RNA-Seq,100,1533889600,PRJNA568199,SAMN13717090,BrainDevelopment_Autism,1740-20514670_1740_S48_L005,Brain,523724240,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500157,phs001900,Neocortex,Illumina HiSeq 2500,No,1740-20514670_1740_S48_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1740-20514670_1740_S48_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1740
SRR10827291,RNA,RNA-Seq,100,1539074000,PRJNA568199,SAMN13717401,BrainDevelopment_Autism,1740-20514670_1740_S48_L006,Brain,525771576,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500158,phs001900,Neocortex,Illumina HiSeq 2500,No,1740-20514670_1740_S48_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1740-20514670_1740_S48_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1740
SRR10827292,RNA,RNA-Seq,100,1171282300,PRJNA568199,SAMN13717353,BrainDevelopment_Autism,1745-20514585_1745_S28_L003,Brain,376480748,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500159,phs001900,Neocortex,Illumina HiSeq 2500,No,1745-20514585_1745_S28_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1745-20514585_1745_S28_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1745
SRR10827293,RNA,RNA-Seq,100,1172042600,PRJNA568199,SAMN13716943,BrainDevelopment_Autism,1745-20514585_1745_S28_L004,Brain,376306007,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500160,phs001900,Neocortex,Illumina HiSeq 2500,No,1745-20514585_1745_S28_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1745-20514585_1745_S28_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1745
SRR10827294,RNA,RNA-Seq,100,1190970200,PRJNA568199,SAMN13717182,BrainDevelopment_Autism,1745-20514650_1745_S28_L003,Brain,382719627,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500161,phs001900,Neocortex,Illumina HiSeq 2500,No,1745-20514650_1745_S28_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1745-20514650_1745_S28_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1745
SRR10827295,RNA,RNA-Seq,100,1190520600,PRJNA568199,SAMN13716900,BrainDevelopment_Autism,1745-20514650_1745_S28_L004,Brain,382814372,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500162,phs001900,Neocortex,Illumina HiSeq 2500,No,1745-20514650_1745_S28_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1745-20514650_1745_S28_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1745
SRR10827296,RNA,RNA-Seq,100,1123417400,PRJNA568199,SAMN13716917,BrainDevelopment_Autism,1746-20432448_1746_S37_L005,Brain,381676813,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500163,phs001900,Neocortex,Illumina HiSeq 2500,No,1746-20432448_1746_S37_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,1746-20432448_1746_S37_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1746
